x1,y1,x2,y2,length
-120.9695457,37.05614808,-120.6358257,37.05120711,29689.12905
-121.0163188,37.05704811,-120.9695457,37.05614808,4161.45735
-122.0364328,38.00571107,-121.7538417,38.00503608,24818.95728
-122.0697867,37.99466808,-122.0364328,38.00571107,3175.64414
-121.2419487,37.9612511,-121.3006827,37.9481561,5362.65727
-117.1781067,32.84785608,-117.2347977,32.8384691,5408.44416
-117.1340607,32.84017007,-117.1212807,32.84082707,1198.69413
-117.0039117,32.83662409,-117.1212807,32.84082707,10998.29963
-117.1340607,32.84017007,-117.1781067,32.84785608,4210.64893
-117.8312728,33.7767461,-117.8338287,33.74068309,4007.04204
-117.8338287,33.74068309,-117.8722767,33.6872681,6913.94121
-117.8273397,33.8443001,-117.8312728,33.7767461,7501.86327
-117.0761547,34.87067807,-118.1713737,35.04778008,101940.8313
-119.0393697,35.35216908,-118.8055137,35.32939908,21408.96455
-118.8055137,35.32939908,-118.1777277,35.06504209,64255.33587
-118.0271757,34.03400209,-117.8348997,34.0020251,18110.36205
-118.2143217,34.02910611,-118.1699697,34.0357751,4162.15942
-117.8348997,34.0020251,-117.8118687,34.02310308,3161.04168
-118.1699697,34.0357751,-118.0271757,34.03400209,13188.0627
-118.2261387,34.0285571,-118.2143217,34.02910611,1093.03896
-117.8118687,34.02310308,-117.7477347,34.02327411,5923.42635
-117.5502838,34.02161809,-117.3572427,33.99340311,18105.03373
-117.2941887,33.9455411,-116.9906277,33.93344508,28096.33118
-117.7477347,34.02327411,-117.5502838,34.02161809,18237.59025
-117.8075397,34.06831909,-117.8033457,34.06662707,430.25137
-117.8033457,34.06662707,-117.7477347,34.02327411,7035.07131
-118.1556507,34.14974207,-118.1550747,34.11919607,3388.72566
-118.1550747,34.11919607,-118.1651907,34.06117309,6503.49857
-117.3512487,33.1771211,-117.1046217,33.12678409,23676.09647
-122.3935617,37.78439208,-122.4050548,37.76725609,2154.68381
-122.3935617,37.78439208,-122.3925537,37.78511207,119.46041
-122.1807387,37.48335107,-122.0384487,37.5633611,15396.94018
-121.8587727,37.25535409,-122.0558818,37.3323311,19453.52731
-121.8587727,37.25535409,-121.7672067,37.24170109,8263.9401
-122.0558818,37.3323311,-122.0699667,37.40856108,8551.84987
-121.9284597,37.3738571,-121.8922617,37.3239161,6403.7209
-117.9801597,33.85680109,-117.8755887,33.84961909,9710.08735
-117.8755887,33.84961909,-117.8273397,33.8443001,4504.2597
-118.1927668,33.8754221,-118.1023887,33.87625009,8362.1878
-118.2851517,33.87270411,-118.1927668,33.8754221,8552.85662
-118.1023887,33.87625009,-117.9801597,33.85680109,11513.63687
-117.8273397,33.8443001,-117.5461347,33.88245111,26362.42533
-117.5461347,33.88245111,-117.3572427,33.99340311,21364.26338
-122.2957857,37.55318209,-122.3378337,37.5063371,6391.0258
-122.2957857,37.55318209,-122.0938887,37.64482008,20526.23834
-117.1476237,32.71286508,-117.1023627,32.7189581,4296.75458
-117.1023627,32.7189581,-117.0190047,32.74744311,8427.86278
-121.2419487,37.9612511,-121.1874987,37.7820521,20458.85376
-119.0393697,35.35216908,-118.9557867,35.01871911,37769.44841
-121.4734287,38.55868007,-121.2631347,38.20676208,43169.68574
-121.2631347,38.20676208,-121.2419487,37.9612511,27314.55814
-121.1874987,37.7820521,-120.8608707,37.47894111,44306.48737
-120.8608707,37.47894111,-120.2061387,37.08221208,72869.92308
-120.2061387,37.08221208,-119.3903967,36.30535008,112899.9695
-119.0462817,35.40467508,-119.0393697,35.35216908,5859.17059
-119.3903967,36.30535008,-119.1918567,35.53442808,87396.26366
-119.1918567,35.53442808,-119.0462817,35.40467508,19540.35333
-121.6671357,36.78936109,-121.6327557,36.81802608,4419.53041
-115.0895128,36.13303611,-115.0126797,36.03308211,13072.84866
-119.3696787,46.24893709,-119.0833077,46.25167308,22085.08192
-116.2963047,43.59687108,-116.2331697,43.61844407,5632.49619
-122.5155297,47.29835509,-122.4319287,47.23349209,9593.18508
-119.3696787,46.24893709,-119.2023507,46.11603409,19624.95813
-119.2023507,46.11603409,-119.3873097,45.79430208,38528.32621
-120.5108787,46.9704491,-120.3529017,46.81171608,21362.00931
-120.3529017,46.81171608,-120.5231457,46.63596408,23475.43852
-120.5231457,46.63596408,-120.3359637,46.42119707,27860.35457
-120.3359637,46.42119707,-119.7351327,46.21159607,51810.33684
-119.7351327,46.21159607,-119.3696787,46.24893709,28495.49749
-122.6098587,47.85134208,-122.3816277,47.81223709,17631.61843
-122.6719587,45.62270809,-122.5491627,45.60345708,9814.33507
-122.6999217,47.5272611,-122.5160158,47.25717111,33082.76471
-122.5160158,47.25717111,-122.4608097,47.23016209,5146.42765
-122.2774167,47.2014701,-122.2969017,47.16111411,4723.39663
-122.5155297,47.29835509,-122.5160158,47.25717111,4578.8285
-122.2182417,47.46781608,-122.2533147,47.30219809,18602.60581
-122.2774167,47.2014701,-122.2533147,47.30219809,11346.15872
-122.3069457,47.28953507,-122.2533147,47.30219809,4293.74588
-122.7784017,45.5084171,-122.7443637,45.42119807,10052.4667
-122.6098587,47.85134208,-122.6999217,47.5272611,36661.55935
-122.4797097,47.16310311,-122.2969017,47.16111411,13863.29733
-122.3816277,47.81223709,-122.2792167,47.82081408,7728.5747
-123.3877917,47.00516208,-123.0112047,47.05656107,29189.91868
-122.7784017,45.5084171,-122.6886807,45.5148611,7047.45971
-93.39480574,44.85931911,-93.39890073,44.80801911,5710.08195
-93.41042974,44.79055011,-93.39987275,44.79410509,924.08904
-93.39890073,44.80801911,-93.39987275,44.79410509,1548.14743
-112.5714927,46.00500109,-112.5390927,46.00390308,2512.57568
-73.21642775,44.4473621,-73.18225473,44.45237507,2776.54539
-85.18040674,42.31591908,-85.17870573,42.2682281,5299.32144
-100.8438988,46.82289407,-100.8287967,46.80808911,2009.25715
-111.3451617,47.48498811,-111.3349467,47.48791308,835.70239
-71.53367071,43.21654009,-71.46527972,43.23305511,5851.39178
-93.28709374,44.97505009,-93.27014674,44.98295209,1599.35727
-93.46025374,44.9711441,-93.40039471,44.97340308,4728.63946
-93.34104873,44.97027111,-93.28709374,44.97505009,4289.2104
-93.40039471,44.97340308,-93.34104873,44.97027111,4694.45518
-87.95750973,44.4506021,-87.78416073,44.30839311,20989.4359
-87.78416073,44.30839311,-87.70604975,44.06420508,27842.64604
-87.70604975,44.06420508,-87.92121272,43.22492809,94850.22678
-87.92121272,43.22492809,-87.92385872,43.0353071,21067.0958
-88.05034472,44.56429009,-87.93811472,44.5070411,10956.27523
-87.93811472,44.5070411,-87.95750973,44.4506021,6458.62354
-88.97515772,42.52757207,-88.55199572,42.6503951,37317.66758
-88.55199572,42.6503951,-88.25653473,42.89915509,36719.53516
-88.25653473,42.89915509,-88.03635875,42.96234407,19295.69265
-93.44345074,44.8912061,-93.39480574,44.85931911,5227.99139
-93.39480574,44.85931911,-93.35018373,44.85865311,3527.69998
-92.95879173,44.94886911,-93.06025772,44.87479007,11487.95708
-93.20943272,44.86252311,-93.14500174,44.86280209,5092.39526
-93.35018373,44.85865311,-93.29834372,44.86163208,4110.70382
-93.46025374,44.9711441,-93.44345074,44.8912061,8982.02724
-93.29834372,44.86163208,-93.24736775,44.8619921,4029.14255
-93.44791475,45.09160911,-93.46025374,44.9711441,13422.83066
-93.14500174,44.86280209,-93.06025772,44.87479007,6828.24977
-93.24736775,44.8619921,-93.20943272,44.86252311,2998.79494
-92.12297973,46.76501508,-92.09774373,46.73416311,3934.60353
-77.59976972,43.11024108,-77.55123271,43.14397308,5444.51271
-76.14451474,43.0509221,-76.05228271,43.05692508,7543.6453
-76.26463774,43.11153708,-76.14451474,43.0509221,11875.79899
-93.18581674,45.06696711,-93.08934573,45.03245208,8512.9755
-93.28584273,45.06946907,-93.18581674,45.06696711,7882.27402
-93.06212072,45.03756408,-92.96205873,45.03028309,7926.3231
-92.96205873,45.03028309,-92.95879173,44.94886911,9051.3313
-75.29207073,43.08035208,-75.20558974,43.1119061,7865.13916
-73.08486574,45.01551408,-73.07993372,44.72950311,31786.58414
-73.07993372,44.72950311,-73.19354072,44.52512211,24435.64154
-71.97592173,43.38940307,-71.69533775,43.1826371,32346.18065
-71.69533775,43.1826371,-71.53015173,43.17046909,13498.65556
-73.18225473,44.45237507,-73.09715074,44.4376871,6968.4733
-72.33834271,43.63995411,-72.21444875,43.63933311,9997.2461
-72.21444875,43.63933311,-71.97592173,43.38940307,33808.74938
-73.09715074,44.4376871,-72.60285273,44.2597841,44092.51511
-72.60285273,44.2597841,-72.61054773,44.1105911,16589.12219
-72.61054773,44.1105911,-72.60591274,43.85319108,28602.61923
-72.60591274,43.85319108,-72.33834271,43.63995411,32028.14364
-73.19354072,44.52512211,-73.18225473,44.45237507,8133.47734
-72.01777171,44.39653007,-72.15324872,43.9041851,55770.31985
-72.15324872,43.9041851,-72.33834271,43.63995411,32923.84077
-72.60933273,42.13029408,-72.61009772,42.13315611,324.13275
-72.56707773,42.83530911,-72.59059472,42.61944409,24057.11431
-72.59059472,42.61944409,-72.61617275,42.28434711,37282.68605
-72.91373972,41.30152009,-72.77157573,41.52225408,27244.69504
-72.64491873,41.7075011,-72.69059372,41.6238641,10037.97857
-72.66782372,41.76936709,-72.66722072,41.76556008,425.80192
-72.91373972,41.30152009,-72.91607074,41.29947709,299.32368
-72.66722072,41.76556008,-72.64491873,41.7075011,6710.10388
-72.60029672,42.10554409,-72.60933273,42.13029408,2848.8684
-72.61009772,42.13315611,-72.64804174,42.15319011,3845.8325
-72.69059372,41.6238641,-72.76140571,41.53791407,11224.8872
-72.66449373,41.81859709,-72.60029672,42.10554409,32313.19938
-72.66449373,41.81859709,-72.66782372,41.76936709,5474.94221
-72.76942474,41.53262208,-72.76140571,41.53791407,890.65883
-72.76942474,41.53262208,-72.77157573,41.52225408,1165.42289
-72.64804174,42.15319011,-72.63835774,42.20025109,5288.25638
-72.01777171,44.39653007,-72.00734071,44.51923611,13660.48902
-72.00734071,44.51923611,-72.21431372,44.7737201,32700.43711
-72.21431372,44.7737201,-72.08918671,45.00597411,27638.36849
-72.33834271,43.63995411,-72.56707773,42.83530911,91304.12964
-72.61617275,42.28434711,-72.63835774,42.20025109,9518.98553
-71.19419971,42.66416509,-71.20382072,42.7321691,7595.37369
-71.20382072,42.7321691,-71.40933573,42.95986011,30364.79826
-71.41309774,42.96667309,-71.40933573,42.95986011,816.73805
-71.14016372,42.20749608,-71.08036773,42.20251011,4969.16977
-71.57361273,43.29300409,-71.53367071,43.21654009,9093.0957
-71.47149874,43.04975209,-71.41309774,42.96667309,10385.31256
-71.41552771,42.96141709,-71.40933573,42.95986011,534.01057
-71.19419971,42.66416509,-71.11857274,42.50229107,19023.24526
-71.06088273,42.3461321,-71.04281073,42.28557111,6890.0838
-72.01777171,44.39653007,-71.94247771,44.42752608,6915.79752
-71.94247771,44.42752608,-71.74429773,44.2844441,22414.72267
-71.74429773,44.2844441,-71.68346672,43.95256908,37196.23634
-71.53367071,43.21654009,-71.53015173,43.17046909,5126.31367
-71.06088273,42.3461321,-71.06076574,42.34633908,24.93128
-71.09951971,42.40618008,-71.06076574,42.34633908,7373.77554
-71.08036773,42.20251011,-71.02579173,42.22510908,5158.46615
-71.11857274,42.50229107,-71.09951971,42.40618008,10790.63851
-71.02322673,42.23045511,-71.04281073,42.28557111,6331.87288
-71.41309774,42.96667309,-71.41552771,42.96141709,616.6396
-71.68346672,43.95256908,-71.57361273,43.29300409,73815.3235
-71.53015173,43.17046909,-71.47149874,43.04975209,14235.4398
-71.02579173,42.22510908,-71.02322673,42.23045511,630.45013
-87.93649474,42.96220908,-87.92325572,42.34529511,68539.09938
-87.87425974,42.15833807,-87.87422374,42.15283009,611.81325
-93.28709374,44.97505009,-93.26921072,44.9645921,1827.83283
-87.92325572,42.34529511,-87.87425974,42.15833807,21156.80106
-87.87422374,42.15283009,-87.87605975,42.14908608,442.69363
-88.03393774,43.02718008,-87.92649572,43.0352801,8802.60263
-85.63760672,42.23801508,-85.17870573,42.2682281,38017.61594
-87.93649474,42.96220908,-87.92282374,43.0319861,7831.46722
-89.28273272,43.1040041,-89.28572074,43.10868409,574.00183
-87.92385872,43.0353071,-87.90145774,43.03576611,1826.25648
-83.41283373,42.22236409,-83.22401373,42.26715708,16358.79231
-83.68564172,42.2254061,-83.41283373,42.22236409,22525.47259
-89.30641174,43.15381907,-89.29047272,43.12432609,3523.8108
-82.47797672,42.97544811,-82.85000975,42.62922709,49045.15946
-93.44791475,45.09160911,-93.40172671,45.08231208,3780.20703
-94.05323671,45.40999308,-93.44791475,45.09160911,59245.78121
-82.91723972,42.49522611,-82.91771673,42.44616709,5449.73608
-89.28273272,43.1040041,-88.03393774,43.02718008,102076.0262
-87.92385872,43.0353071,-87.92282374,43.0319861,378.45945
-87.62720073,41.77516309,-87.62472572,41.7153401,6647.62902
-83.80509871,42.28785709,-83.68564172,42.2254061,12053.47724
-87.62472572,41.7153401,-87.58194871,41.57797309,15667.52805
-82.85000975,42.62922709,-82.91723972,42.49522611,15876.19644
-83.09932774,42.3499301,-83.07645871,42.3583811,2105.07544
-95.72591373,45.99479508,-94.82176474,45.66859011,79054.32041
-94.82176474,45.66859011,-94.40425472,45.60785809,33244.27538
-94.40425472,45.60785809,-94.05323671,45.40999308,35157.32559
-83.07645871,42.3583811,-83.06883574,42.36350211,847.31918
-83.06883574,42.36350211,-83.05791873,42.36838909,1050.42408
-96.84095072,46.84756307,-96.52494272,46.7654561,25790.13564
-96.52494272,46.7654561,-96.11001574,46.27388508,63242.84189
-96.11001574,46.27388508,-95.72591373,45.99479508,42934.33235
-92.95879173,44.94886911,-91.76882972,44.90150211,94093.26247
-91.76882972,44.90150211,-91.42204174,44.76739309,31209.93403
-102.7831917,46.8958571,-100.8438988,46.82289407,148099.8867
-93.08254175,44.95256808,-92.95879173,44.94886911,9774.30438
-93.28584273,45.06946907,-93.28709374,44.97505009,10493.45329
-108.3942867,45.82733208,-107.2975377,46.1683511,93031.98666
-107.2975377,46.1683511,-107.2231077,46.25899007,11597.07478
-107.2231077,46.25899007,-106.6601847,46.26673008,43407.35855
-83.05791873,42.36838909,-82.91771673,42.44616709,14416.98915
-104.7645237,47.10573708,-104.0349927,46.93201011,58731.73108
-104.0349927,46.93201011,-102.7831917,46.8958571,95443.392
-90.49279173,44.01532609,-90.44045672,43.98320511,5509.82885
-93.25246171,44.96602309,-93.09939875,44.95065108,12197.4913
-87.92649572,43.0352801,-87.92385872,43.0353071,214.92113
-83.22401373,42.26715708,-83.09932774,42.3499301,13792.04018
-89.28581973,43.10416609,-89.28273272,43.1040041,251.93607
-86.36801074,42.13474009,-85.63760672,42.23801508,61418.21853
-85.17870573,42.2682281,-84.99678874,42.29729811,15348.5596
-84.99678874,42.29729811,-84.42689971,42.27196311,47088.82255
-91.42204174,44.76739309,-91.04703873,44.4143051,49256.33271
-91.04703873,44.4143051,-90.55238074,44.15105508,49140.37548
-90.55238074,44.15105508,-90.49279173,44.01532609,15818.55477
-87.87422374,42.15283009,-87.78784174,42.13762911,7337.43173
-87.78784174,42.13762911,-87.74304875,41.96049111,20021.87228
-97.95820174,46.91688108,-96.84095072,46.84756307,85507.38873
-100.8438988,46.82289407,-97.95820174,46.91688108,220242.2791
-87.22415373,41.58995211,-86.81527473,41.6861081,35701.95258
-86.81527473,41.6861081,-86.36801074,42.13474009,62129.19213
-93.09138872,44.9548721,-93.08254175,44.95256808,743.59127
-106.6601847,46.26673008,-105.9710547,46.32561709,53498.52111
-105.9710547,46.32561709,-105.4145127,46.73582808,62468.9916
-105.4145127,46.73582808,-104.8696797,46.96610209,48805.11974
-104.8696797,46.96610209,-104.7645237,47.10573708,17460.1015
-84.42689971,42.27196311,-83.80509871,42.28785709,51320.55958
-87.92649572,43.0352801,-87.92282374,43.0319861,472.72113
-93.40172671,45.08231208,-93.28584273,45.06946907,9235.96365
-93.34104873,44.97027111,-93.35011173,44.88970307,8982.09861
-93.35011173,44.88970307,-93.35018373,44.85865311,3450.56607
-93.52654774,44.7985241,-93.41042974,44.79055011,9230.8298
-77.67607174,43.20673909,-77.54746171,43.19727107,10505.35808
-91.41836972,44.8931861,-91.38160471,44.92149107,4280.71513
-73.25497473,44.5246271,-73.21765171,44.47237308,6521.30448
-73.21765171,44.47237308,-73.21642775,44.4473621,2780.95686
-94.39965572,44.05454807,-94.44763472,43.67894211,41911.2774
-88.08090872,44.48473908,-87.95750973,44.4506021,10526.53321
-73.25497473,44.5246271,-73.19354072,44.52512211,4884.05208
-73.19354072,44.52512211,-73.06979075,44.5031891,10136.76106
-73.06979075,44.5031891,-73.09715074,44.4376871,7597.2741
-90.59783074,44.94088608,-89.66528674,44.9588141,73618.81417
-91.38160471,44.92149107,-90.80031274,44.95147011,46004.33782
-93.08254175,44.95256808,-93.06025772,44.87479007,8820.77651
-93.18648274,45.01008709,-93.08947172,45.01073509,7647.96525
-77.64780272,43.1221841,-77.61191074,43.15445807,4624.14201
-77.67607174,43.20673909,-77.68082373,43.15762608,5469.93364
-88.35340172,44.29794411,-88.47259774,44.2183301,12994.85382
-76.41251674,43.31836609,-76.11308672,43.1416421,31259.51399
-93.18472773,44.89113411,-93.20943272,44.86252311,3730.94829
-93.18472773,44.89113411,-93.05979871,44.8244711,12344.58718
-93.19795771,44.89820807,-93.18472773,44.89113411,1307.71921
-77.54746171,43.19727107,-77.54435674,43.14226311,6116.38112
-94.39965572,44.05454807,-94.11871172,44.1443861,24611.06766
-93.39946773,44.8906391,-93.35011173,44.88970307,3900.37885
-93.27496172,44.89044111,-93.24701673,44.89558907,2280.39847
-93.44345074,44.8912061,-93.39946773,44.8906391,3475.06595
-93.24701673,44.89558907,-93.19795771,44.89820807,3885.99369
-93.35011173,44.88970307,-93.29549074,44.89022508,4315.31745
-90.80031274,44.95147011,-90.59783074,44.94088608,16023.22933
-93.24701673,44.89558907,-93.24736775,44.8619921,3733.71415
-93.24736775,44.8619921,-93.21694774,44.77867908,9565.9512
-77.62068571,43.15624908,-77.60757272,43.15113708,1208.3551
-84.77877274,43.87879611,-84.76825171,43.84331809,4031.66753
-84.76825171,43.84331809,-84.15489271,43.59828408,56427.23103
-84.15489271,43.59828408,-83.94847772,43.5927491,16679.15548
-84.76825171,43.84331809,-84.76844074,43.81967511,2626.99094
-85.67862871,42.85000608,-85.65380672,42.26862407,64614.48994
-85.67853872,42.97054309,-85.67862871,42.85000608,13390.57767
-85.41220174,44.2052711,-85.52268573,43.94032007,30741.31332
-85.52268573,43.94032007,-85.47719073,43.46414811,53032.70829
-85.47719073,43.46414811,-85.66859373,43.02053809,51677.576
-92.48784872,44.0307431,-92.48208872,44.00694709,2684.06979
-88.04615074,44.78721107,-88.05034472,44.56429009,24774.42401
-91.99271372,46.66186608,-91.90382972,46.60407708,9359.1751
-84.76844074,43.81967511,-84.75846871,43.79988409,2340.76544
-91.75785872,45.39534111,-91.52429971,45.1664261,31353.69921
-91.52429971,45.1664261,-91.41836972,44.8931861,31492.36845
-91.42204174,44.76739309,-91.47641075,44.82603708,7808.82885
-91.47641075,44.82603708,-91.41836972,44.8931861,8759.55363
-91.90382972,46.60407708,-91.81008574,46.41968509,21723.20499
-91.81008574,46.41968509,-91.86106172,45.83821309,64752.7935
-91.86106172,45.83821309,-91.75785872,45.39534111,49876.3046
-92.09774373,46.73416311,-91.99271372,46.66186608,11363.17144
-106.4425197,31.7773331,-105.7088757,31.1778611,96322.40361
-105.7088757,31.1778611,-105.4848207,31.21763208,21804.44271
